#variation; average eval-cost in ms; average init-cost in ms; average eval-memory in KB; average init-memory in KB; had eval-error; had init-error
crop_cross; 0.00058457; 0.001453; 0.8192; 20.48; false; false
ellipsoid3D; 0.00058435; 0.00209; 1.0242; 20.48; false; false
post_crop_stars; 0.00058222; 0.00148701; 0.8192; 20.48; false; false
juliaq; 0.00058194; 0.001376; 0.4096; 4.77367187; false; false
lsystem_js; 0.00058157; 23.50833; 1.0242; 11837.44; false; false
solidangle3D; 0.00058013; 0.00197299; 1.0242; 20.48; false; false
cut_hexdots; 0.00057907; 0.00141001; 0.8192; 20.48; false; false
poincare3D; 0.00057746; 0.00236999; 0.8192; 5.56921875; false; false
hypertile1; 0.00057644; 0.002278; 0.4096; 5.56921875; false; false
butterfly_fay; 0.00057553; 0.00167499; 1.0242; 12.96695312; false; false
primitives_wf; 0.00057471; 0.001997; 0.6146; 4.77367187; false; false
trade; 0.0005746; 0.002753; 0.6146; 12.96695312; false; false
pre_dcztransl; 0.00057353; 0.001999; 0.6146; 5.56921875; false; false
cut_spiral; 0.00057127; 0.001811; 0.8192; 20.48; false; false
cut_sqcir; 0.00057123; 0.001427; 0.6146; 20.48; false; false
crop_trapezoid; 0.00057008; 0.00141099; 0.8192; 20.48; false; false
post_axis_symmetry_wf; 0.00056812; 0.00188099; 1.2288; 12.96695312; false; false
fibonacci2; 0.00056788; 0.001431; 0.8192; 5.56921875; false; false
hourglass3D; 0.00056496; 0.001739; 0.8192; 20.48; false; false
loonie2; 0.00056473; 0.00216701; 0.6146; 12.96695312; false; false
sym_ng15; 0.00056399; 0.002851; 0.8192; 20.48; false; false
kaplan; 0.00056293; 0.001684; 0.8192; 20.48; false; false
cut_zigzag; 0.00056283; 0.001414; 0.8192; 20.48; false; false
bubbleT3D; 0.00056241; 0.0054; 1.0242; 4.77367187; false; false
waveblur_wf; 0.0005622; 0.00160999; 0.8192; 12.96695312; false; false
cut_x; 0.00056156; 0.00137501; 0.8192; 20.48; false; false
sym_ng11; 0.00056145; 0.00154199; 1.0242; 20.48; false; false
curl3D; 0.00055983; 0.00503301; 0.8192; 1.54109375; false; false
sym_ng8; 0.00055969; 0.001491; 0.8192; 20.48; false; false
post_curl; 0.00055824; 0.001539; 0.6146; 5.56921875; false; false
hexaplay3D; 0.00055791; 0.002253; 0.8192; 5.56921875; false; false
eCollide; 0.00055698; 0.00213801; 0.6146; 5.56921875; false; false
dc_bubble; 0.00055677; 0.00153201; 0.6146; 12.96695312; false; false
dc_triangle; 0.00055618; 0.00202199; 0.4096; 12.96695312; false; false
gumowski_mira; 0.00055531; 0.00206499; 0.8192; 20.48; false; false
triprism3D; 0.00055517; 0.001349; 1.0242; 20.48; false; false
crop_stars; 0.00055221; 0.001481; 0.8192; 20.48; false; false
post_bwraps2; 0.00055215; 0.001578; 0.8192; 5.56921875; false; false
cubic3D; 0.00054558; 0.00233501; 0.6146; 5.56921875; false; false
pre_subflame_wf; 0.00054459; 0.77676601; 1.2288; 142.84648437; false; false
gdoffs; 0.00054211; 0.00636201; 1.0242; 5.56921875; false; false
ocylinder3D; 0.0005419; 0.00156001; 1.6384; 20.48; false; false
post_crop_cross; 0.00054189; 0.00138199; 0.8192; 20.48; false; false
crop_vesica; 0.00054156; 0.00136801; 0.6146; 20.48; false; false
epispiral_wf; 0.00054093; 0.00132801; 0.4096; 1.54109375; false; false
crop3D; 0.00054071; 0.00193901; 1.0242; 20.48; false; false
post_brush_stroke_wf; 0.00054004; 0.00179799; 1.8434; 20.48; true; false
post_displacemap_wf; 0.00053918; 0.004849; 1.0242; 14.32132813; false; false
circlecrop; 0.00053729; 0.001815; 0.8192; 1.54109375; false; false
sym_ng3; 0.00053682; 0.00139; 0.6146; 20.48; false; false
starblur; 0.00053416; 0.00200901; 0.6146; 4.77367187; false; false
cappedtorus3D; 0.00053242; 0.00187501; 1.0242; 20.48; false; false
vogel; 0.00053111; 0.001409; 0.6146; 12.96695312; false; false
ztwister; 0.00053093; 0.00132601; 0.6146; 12.96695312; false; false
circus; 0.00053036; 0.00170199; 0.4096; 5.56921875; false; false
pyramid3D; 0.00052955; 0.00114301; 0.8192; 20.48; false; false
pre_c_symmetry; 0.00052925; 0.001185; 0.6146; 20.48; false; false
truchet; 0.00052742; 0.001954; 0.4096; 3.93773437; false; false
crop_box; 0.00052663; 0.00126299; 0.8192; 20.48; false; false
yin_yang; 0.00052601; 0.001779; 0.6146; 12.96695312; false; false
bwraps7; 0.00052461; 0.001695; 0.8192; 1.54109375; false; false
cut_yuebing; 0.00052275; 0.00184199; 0.6146; 20.48; false; false
sym_ng7; 0.00052107; 0.00119301; 0.6146; 20.48; false; false
lazyTravis; 0.00052069; 0.001604; 0.8192; 5.56921875; false; false
svf; 0.00051982; 0.001238; 0.4096; 5.56921875; false; false
mandala2; 0.00051957; 0.002112; 0.6146; 20.48; false; false
intersection; 0.00051484; 0.001677; 1.2288; 20.48; false; false
hopalong; 0.00051088; 0.002231; 0.8192; 20.48; false; false
cappedcone3D; 0.00050808; 0.001409; 1.2288; 20.48; false; false
cylinder3D; 0.00050758; 0.001271; 1.0242; 20.48; false; false
post_affine3D; 0.00050754; 0.001058; 1.8434; 20.48; false; false
julian3Dx; 0.00050443; 0.00204401; 1.2288; 20.48; false; false
lazysensen; 0.00050417; 0.00177801; 0.6146; 20.48; false; false
polylogarithm; 0.00049953; 0.006387; 0.6146; 12.96695312; false; false
octapol; 0.00049897; 0.001816; 0.6146; 20.48; false; false
farblur; 0.0004985; 0.0025; 0.8192; 5.56921875; false; false
post_crop_box; 0.00049641; 0.001312; 0.8192; 20.48; false; false
dc_kaleidotile; 0.00049616; 0.003254; 1.2288; 20.48; false; false
sinusgrid; 0.00049596; 0.001545; 0.6146; 20.48; false; false
pre_rect_wf; 0.00049506; 0.001414; 0.6146; 12.96695312; false; false
cut_bricks; 0.00049373; 0.00166401; 1.2288; 20.48; false; false
hexnix3D; 0.00049361; 0.00255001; 0.8192; 5.56921875; false; false
prepost_mobius; 0.00049283; 0.002042; 1.0242; 20.48; false; false
ennepers2; 0.00049187; 0.00167401; 0.6146; 12.96695312; false; false
npolar; 0.00049174; 0.00192; 0.4096; 5.56921875; false; false
bMod; 0.00049147; 0.00188; 0.6146; 5.56921875; false; false
capsule3D; 0.00049078; 0.00152999; 1.6384; 20.48; false; false
octagon; 0.00049036; 0.00166901; 0.6146; 5.56921875; false; false
glynnSim2; 0.00048908; 0.00353699; 1.0242; 5.68726563; false; false
cut_c; 0.00048899; 0.008473; 1.0242; 20.48; false; false
flower; 0.00048792; 0.003811; 0.6146; 1.54109375; false; false
octogonprism3D; 0.00048762; 0.00159401; 1.4338; 20.48; false; false
hypertile2; 0.00048607; 0.002488; 0.4096; 5.56921875; false; false
sphtiling3v2; 0.00048507; 0.00262; 1.0242; 20.48; false; false
cut_btree; 0.00048507; 0.00200399; 1.4338; 20.48; false; false
onion2; 0.00048487; 0.001968; 1.2288; 4.77367187; false; false
hypershift2; 0.00048461; 0.001412; 0.4096; 20.48; false; false
crop_triangle; 0.00048359; 0.00145401; 0.8192; 20.48; false; false
hypercrop; 0.00048357; 0.001457; 0.6146; 20.48; false; false
splitbrdr; 0.00048295; 0.00169901; 0.6146; 5.56921875; false; false
dc_ztransl; 0.00048227; 0.001705; 0.6146; 5.56921875; false; false
colormap_wf; 0.00048217; 0.004633; 1.4338; 16.70796875; false; false
oak_leaf; 0.00048201; 0.00117899; 0.4096; 20.48; false; false
truchet_hex_crop; 0.00048115; 0.00157999; 0.6146; 20.48; false; false
displacemap_wf; 0.00048046; 0.011277; 1.0242; 33.41617188; false; false
sym_ng13; 0.00048002; 0.001494; 0.8192; 20.48; false; false
jac_cn; 0.00047873; 0.00127801; 1.0242; 12.96695312; false; false
pre_bwraps2; 0.00047733; 0.001901; 0.8192; 5.56921875; false; false
squish; 0.00047708; 0.00132599; 0.4096; 12.96695312; false; false
plusrecip; 0.00047529; 0.001292; 0.6146; 20.48; false; false
wedge_sph; 0.00047496; 0.00171599; 0.6146; 1.54109375; false; false
dinis_surface_wf; 0.0004748; 0.001309; 0.6146; 12.96695312; false; false
splits; 0.00047206; 0.001755; 0.8192; 1.54109375; false; false
glynnia3; 0.00047004; 0.00147; 0.6146; 12.96695312; false; false
curl; 0.0004676; 0.00394799; 0.6146; 1.54109375; false; false
dc_carpet; 0.00046708; 0.00123601; 0.4096; 12.96695312; false; false
corners; 0.00046622; 0.001893; 1.2288; 20.48; false; false
csc_squared; 0.0004656; 0.002255; 1.0242; 20.48; false; false
post_c_symmetry; 0.00046386; 0.00160299; 0.6146; 20.48; false; false
chunk; 0.00046317; 0.001662; 0.8192; 20.48; false; false
hexprism3D; 0.00046307; 0.001254; 1.4338; 20.48; false; false
heart_wf; 0.0004629; 0.00228201; 0.6146; 1.54109375; false; false
sineblur; 0.00046275; 0.002027; 0.4096; 4.77367187; false; false
rational3; 0.0004612; 0.001584; 1.0242; 12.96695312; false; false
sym_ng9; 0.00046047; 0.001261; 0.6146; 20.48; false; false
ho; 0.0004587; 0.002107; 0.6146; 5.56921875; false; false
post_curl3D; 0.00045814; 0.00209801; 0.8192; 5.56921875; false; false
ngon; 0.00045526; 0.002741; 0.6146; 1.54109375; false; false
crop_x; 0.00045487; 0.001355; 0.6146; 20.48; false; false
bulge; 0.00045476; 0.001031; 0.4096; 20.48; false; false
rbox3D; 0.00045453; 0.00129; 1.2288; 20.48; false; false
log_db; 0.00045446; 0.00148; 0.6146; 12.96695312; false; false
sym_bg1; 0.0004543; 0.00123401; 0.6146; 20.48; false; false
post_log_tile2; 0.00045229; 0.001744; 0.6146; 20.48; false; false
cannabiscurve_wf; 0.00045184; 0.00225; 0.4096; 3.15023438; false; false
pointgrid_wf; 0.00045077; 0.00255001; 1.0242; 20.48; false; false
xheart_blur_wf; 0.00045029; 0.00165901; 0.6146; 12.96695312; false; false
cut_sqsplits; 0.0004497; 0.001492; 0.8192; 20.48; false; false
sym_ng5; 0.00044903; 0.001564; 0.6146; 20.48; false; false
sym_bg2; 0.00044864; 0.001319; 0.6146; 20.48; false; false
jac_sn; 0.0004466; 0.00170299; 0.6146; 12.96695312; false; false
box3D; 0.00044615; 0.00182699; 1.0242; 20.48; false; false
bubble2; 0.00044599; 0.001377; 0.6146; 5.56921875; false; false
sym_ng4; 0.00044419; 0.001411; 0.8192; 20.48; false; false
sym_ng17; 0.00044409; 0.00157; 0.8192; 20.48; false; false
sym_bg7; 0.00044292; 0.001606; 0.6146; 20.48; false; false
post_crop_x; 0.00044221; 0.00129901; 0.6146; 20.48; false; false
barycentroid; 0.00044201; 0.002156; 0.6146; 5.56921875; false; false
hypertile; 0.00044076; 0.00224399; 0.6146; 5.56921875; false; false
circleLinear; 0.00044023; 0.00167099; 1.0242; 12.96695312; false; false
tile_log; 0.00044011; 0.00160501; 0.4096; 20.48; false; false
checks; 0.00043994; 0.001917; 0.6146; 5.56921875; false; false
spliptic_bs; 0.00043892; 0.001848; 0.6146; 20.48; false; false
henon; 0.00043709; 0.001917; 0.6146; 20.48; false; false
fourth; 0.00043644; 0.002695; 0.8192; 5.56921875; false; false
cubicLattice_3D; 0.00043365; 0.002082; 0.6146; 5.56921875; false; false
tile_hlp; 0.00043322; 0.001428; 0.4096; 20.48; false; false
colorscale_wf; 0.00043292; 0.001557; 0.8192; 1.54109375; false; false
julia_outside; 0.00043243; 0.005516; 0.8192; 20.48; false; false
sphere_nja; 0.00043218; 0.00137701; 1.0242; 12.96695312; false; false
post_crop_rhombus; 0.00043132; 0.001338; 0.8192; 20.48; false; false
threeply; 0.00043004; 0.001233; 0.6146; 20.48; false; false
klein_group; 0.00042929; 0.006754; 1.0242; 20.48; false; false
cut_btruchet; 0.00042813; 0.001498; 1.0242; 20.48; false; false
projective; 0.00042612; 0.00202701; 1.2288; 20.48; false; false
post_crop_trapezoid; 0.00042507; 0.00143101; 0.8192; 20.48; false; false
hyperbolicellipse; 0.00042483; 0.00129201; 0.4096; 20.48; false; false
post_bumpmap_wf; 0.00042481; 0.026918; 1.0242; 52.89992187; false; false
c_symmetry; 0.0004207; 0.004033; 0.6146; 20.48; false; false
post_circlecrop; 0.00042038; 0.00191701; 0.8192; 1.54109375; false; false
prepost_affine; 0.00041891; 0.001897; 1.2288; 20.48; false; false
collideoscope; 0.0004184; 0.003124; 0.6146; 5.56921875; false; false
crop; 0.00041735; 0.00225599; 0.8192; 1.54109375; false; false
post_c_var; 0.00041675; 0.005991; 1.0242; 20.48; false; false
elliptic; 0.00041667; 0.00154; 0.4096; 1.54109375; false; false
sph3D; 0.00041573; 0.001464; 0.8192; 12.96695312; false; false
circlesplit; 0.00041567; 0.001937; 0.6146; 20.48; false; false
julian; 0.00041518; 0.00299199; 0.6146; 1.54109375; false; false
prepost_circlize; 0.00041398; 0.001662; 0.4096; 20.48; false; false
funnel; 0.00041286; 0.001518; 0.4096; 12.96695312; false; false
hole; 0.00040976; 0.001318; 0.4096; 20.48; false; false
juliascope; 0.00040875; 0.002857; 0.6146; 3.1796875; false; false
sphericalN; 0.00040773; 0.001762; 0.6146; 5.56921875; false; false
torus3D; 0.00040742; 0.001227; 0.8192; 20.48; false; false
c_var; 0.00040613; 0.008914; 1.0242; 20.48; false; false
parabola; 0.00040539; 0.001541; 0.6146; 1.54109375; false; false
octahedron3D; 0.00040383; 0.001145; 0.8192; 20.48; false; false
cpow; 0.0004036; 0.001357; 0.6146; 1.54109375; false; false
blur_pixelize; 0.00040052; 0.001281; 0.6146; 12.96695312; false; false
post_colorscale_wf; 0.00039913; 0.002376; 0.8192; 3.93773437; false; false
post_crop; 0.00039739; 0.002064; 0.8192; 1.54109375; false; false
blur_zoom; 0.00039662; 0.00170201; 0.6146; 4.77367187; false; false
disc2; 0.00039581; 0.00145401; 0.6146; 1.54109375; false; false
splits3D; 0.00039474; 0.00202901; 0.8192; 12.96695312; false; false
jac_dn; 0.00039453; 0.001269; 1.0242; 12.96695312; false; false
xheart; 0.00039419; 0.001937; 0.6146; 1.54109375; false; false
macmillan; 0.00039175; 0.00146599; 0.6146; 20.48; false; false
shredrad; 0.00039079; 0.001487; 0.6146; 20.48; false; false
lazysusan; 0.00039036; 0.00198201; 0.8192; 1.54109375; false; false
starfractal; 0.00038927; 0.002537; 0.4096; 20.48; false; false
ovoid3d; 0.00038793; 0.00366; 0.6146; 5.56921875; false; false
murl; 0.00038735; 0.001685; 0.6146; 4.71203125; false; false
csin; 0.00038707; 0.00108499; 0.4096; 20.48; false; false
kaleidoscope; 0.00038691; 0.00215301; 0.8192; 5.68726563; false; false
bent2; 0.00038669; 0.00207801; 0.6146; 1.54109375; false; false
scrambly; 0.00038628; 0.008632; 0.6146; 12.96695312; false; false
sym_bg3; 0.00038627; 0.001552; 0.6146; 20.48; false; false
lozi; 0.0003854; 0.002164; 0.6146; 20.48; false; false
waffle; 0.00038428; 0.002193; 0.6146; 5.56921875; false; false
linearT; 0.000382; 0.003439; 0.6146; 5.56921875; false; false
separation; 0.00038143; 0.00220399; 0.6146; 1.54109375; false; false
dla_wf; 0.0003809; 180.46590099; 0.8192; 1045.3025; false; false
post_rblur; 0.00037683; 0.002513; 0.6146; 4.77367187; false; false
julia3D; 0.00037482; 0.001731; 0.6146; 1.54109375; false; false
sym_ng2; 0.00037471; 0.00121201; 0.6146; 20.48; false; false
oscilloscope; 0.00037464; 0.00191401; 0.6146; 1.54109375; false; false
hypershift; 0.00037383; 0.001334; 0.6146; 20.48; false; false
sym_ng12; 0.00037314; 0.001386; 0.8192; 20.48; false; false
post_crop_vesica; 0.00037295; 0.00131; 0.6146; 20.48; false; false
sym_ng14; 0.00037277; 0.0015; 0.8192; 20.48; false; false
wallpaper_js; 0.00037235; 0.001558; 0.6146; 20.48; false; false
sym_ng6; 0.000372; 0.00127299; 0.6146; 20.48; false; false
hypertile3D; 0.00037096; 0.002693; 0.8192; 5.56921875; false; false
curve; 0.00037077; 0.001854; 0.6146; 1.54109375; false; false
post_zscale_wf; 0.00036961; 0.00279601; 0.4096; 5.56921875; false; false
curliecue2; 0.00036956; 0.001331; 0.4096; 20.48; false; false
fresnel; 0.00036885; 0.00122101; 0.8192; 20.48; false; false
pre_boarders2; 0.00036873; 0.00484199; 0.6146; 5.56921875; false; false
onion; 0.00036701; 0.002458; 0.6146; 4.77367187; false; false
sym_ng10; 0.00036659; 0.00131601; 0.8192; 20.48; false; false
sym_ng1; 0.00036591; 0.00182201; 0.6146; 20.48; false; false
waves23; 0.00036242; 0.002109; 0.6146; 20.48; false; false
spligon; 0.00036223; 0.00218601; 0.6146; 20.48; false; false
gridout2; 0.00036163; 0.00200001; 0.6146; 20.48; false; false
spherical3D_wf; 0.00036128; 0.002664; 0.6146; 5.56921875; false; false
atan; 0.00035984; 0.00140801; 0.4096; 20.48; false; false
perspective; 0.00035946; 0.00200901; 0.6146; 1.54109375; false; false
tunnel; 0.00035942; 0.001075; 0.8192; 20.48; false; false
sym_bg4; 0.00035929; 0.002287; 0.6146; 20.48; false; false
shredlin; 0.00035921; 0.001761; 0.6146; 4.77367187; false; false
rectangles; 0.00035771; 0.002162; 0.6146; 3.17992187; false; false
flux; 0.00035624; 0.00203301; 0.4096; 1.54109375; false; false
rose_wf; 0.00035622; 0.001891; 0.6146; 1.54109375; false; false
julia3Dz; 0.00035586; 0.001632; 0.6146; 3.17992187; false; false
layered_spiral; 0.00035521; 0.002005; 0.4096; 5.56921875; false; false
sym_bg6; 0.00035489; 0.00172199; 0.6146; 20.48; false; false
sym_bg5; 0.00035455; 0.001914; 0.6146; 20.48; false; false
asteria; 0.00035337; 0.001462; 0.4096; 12.96695312; false; false
pre_crop; 0.00035309; 0.00206; 0.8192; 1.54109375; false; false
boarders2; 0.00035085; 0.00204; 0.6146; 5.56921875; false; false
loq; 0.00034854; 0.001791; 0.4096; 20.48; false; false
extrude; 0.00034843; 0.001564; 0.4096; 4.77367187; false; false
tile_reverse; 0.00034804; 0.001506; 0.6146; 20.48; false; false
mcarpet; 0.00034719; 0.00161299; 0.6146; 5.56921875; false; false
cloverleaf_wf; 0.00034472; 0.003104; 0.4096; 3.93773437; false; false
hex_modulus; 0.00034137; 0.001869; 0.4096; 20.48; false; false
sigmoid; 0.00034111; 0.00122699; 0.6146; 20.48; false; false
eclipse; 0.00033991; 0.00276; 0.4096; 5.56921875; false; false
stripes; 0.00033716; 0.00142901; 0.6146; 1.54109375; false; false
circlize; 0.00033665; 0.001789; 0.4096; 1.54109375; false; false
rings2; 0.00033575; 0.001938; 0.4096; 3.17976562; false; false
modulus; 0.00033249; 0.00206099; 0.6146; 1.54109375; false; false
log_apo; 0.00032897; 0.00202201; 0.4096; 5.56921875; false; false
circlize2; 0.00032546; 0.001236; 0.4096; 12.96695312; false; false
cell; 0.00032525; 0.002031; 0.4096; 1.54109375; false; false
blur_linear; 0.00032449; 0.001497; 0.6146; 20.48; false; false
swirl3D_wf; 0.00032441; 0.001463; 0.6146; 20.48; false; false
sintrange; 0.00032406; 0.002165; 0.4096; 5.56921875; false; false
conic; 0.00032321; 0.00189501; 0.6146; 1.54109375; false; false
pre_curl; 0.00031898; 0.001604; 0.6146; 4.71203125; false; false
d_spherical; 0.00031773; 0.001978; 0.4096; 20.48; false; false
ovoid; 0.00031572; 0.001578; 0.6146; 20.48; false; false
stripfit; 0.00030862; 0.002076; 0.4096; 20.48; false; false
post_depth; 0.00030301; 0.00136101; 0.4096; 4.77367187; false; false
arcsech2; 0.00029704; 0.000242; 0.4096; 20.48; false; false
dc_perlin; 0.00029086; 0.00119799; 0.8192; 5.56921875; false; false
fisheye; 0.00028604; 0.000367; 0.2048; 1.54109375; false; false
edisc; 0.00028594; 0.00021399; 0.2048; 1.54109375; false; false
arcsinh; 0.00024657; 0.000253; 0.4096; 20.48; false; false
sqrt_acosh; 0.00023799; 0.000483; 0.4096; 20.48; false; false
popcorn; 0.00023586; 0.00030899; 0.2048; 1.54109375; false; false
acosech; 0.00023176; 0.00026201; 0.4096; 20.48; false; false
glynnia; 0.00023055; 0.00042; 0.2048; 5.56921875; false; false
sqrt_acoth; 0.00022987; 0.00031701; 0.4096; 20.48; false; false
sqrt_acosech; 0.0002168; 0.000459; 0.4096; 20.48; false; false
exponential; 0.00020857; 0.000282; 0.2048; 1.54109375; false; false
sqrt_asech; 0.00020346; 0.00026601; 0.4096; 20.48; false; false
sqrt_atanh; 0.00020065; 0.000246; 0.4096; 20.48; false; false
sqrt_asinh; 0.00019746; 0.00051401; 0.4096; 20.48; false; false
xerf; 0.00019261; 0.000248; 0.2048; 20.48; false; false
inflateZ_6; 0.00019106; 0.00030799; 0.2048; 5.56921875; false; false
lace_js; 0.0001905; 0.000268; 0.2048; 20.48; false; false
rays3; 0.00018547; 0.00022701; 0.2048; 12.96695312; false; false
acosh; 0.00018449; 0.000249; 0.4096; 20.48; false; false
snowflake_wf; 0.00018385; 1.823911; 0.4096; 61.46; false; false
cothq; 0.00018252; 0.000242; 0.2048; 20.48; false; false
julia; 0.00018225; 0.000684; 0.2048; 1.54109375; false; false
sech; 0.00017969; 0.000189; 0.2048; 1.54109375; false; false
handkerchief; 0.00017934; 0.000277; 0.2048; 1.54109375; false; false
waves; 0.00017811; 0.00084501; 0.2048; 1.54109375; false; false
arctanh; 0.00017551; 0.000261; 0.4096; 20.48; false; false
cosine; 0.00017465; 0.000329; 0.2048; 3.18; false; false
acoth; 0.00017272; 0.000248; 0.4096; 20.48; false; false
loonie_3D; 0.00017182; 0.000238; 0.2048; 5.56921875; false; false
chrysanthemum; 0.00016928; 0.000281; 0.2048; 20.48; false; false
wdisc; 0.0001661; 0.000246; 0.2048; 12.96695312; false; false
blur3D; 0.00016463; 0.00042801; 0.2048; 1.54109375; false; false
zblur; 0.00016313; 0.000505; 0.2048; 1.54109375; false; false
panorama1; 0.0001616; 0.000297; 0.2048; 20.48; false; false
deltaA; 0.00016098; 0.000236; 0.2048; 12.96695312; false; false
pre_rotate_x; 0.00016041; 0.000181; 0.2048; 1.54109375; false; false
pre_blur3D; 0.00015944; 0.00045599; 0.2048; 12.96695312; false; false
cschq; 0.00015928; 0.00024199; 0.2048; 20.48; false; false
threepoint_js; 0.00015829; 0.000256; 0.2048; 20.48; false; false
gaussian_blur; 0.00015756; 0.000257; 0.2048; 1.54109375; false; false
gamma; 0.00015592; 0.00024901; 0.2048; 20.48; false; false
swirl; 0.00015534; 0.00055201; 0.2048; 1.54109375; false; false
petal; 0.00015427; 0.000212; 0.2048; 12.96695312; false; false
ex; 0.00015329; 0.000355; 0.2048; 1.54109375; false; false
cotq; 0.00015323; 0.000265; 0.2048; 20.48; false; false
dustpoint; 0.00015316; 0.00029799; 0.2048; 20.48; false; false
coshq; 0.00015209; 0.000259; 0.2048; 20.48; false; false
tanq; 0.00015061; 0.000372; 0.2048; 20.48; false; false
tanhq; 0.00015009; 0.000267; 0.2048; 20.48; false; false
tancos; 0.00014927; 0.00021701; 0.2048; 12.96695312; false; false
cos; 0.00014871; 0.00024; 0.2048; 1.54109375; false; false
erf; 0.00014761; 0.000249; 0.2048; 20.48; false; false
crob; 0.0001475; 0.00151801; 0.4096; 20.48; false; false
idisc; 0.00014703; 0.000295; 0.2048; 12.96695312; false; false
fan; 0.00014661; 0.000199; 0.2048; 1.54109375; false; false
csc; 0.00014577; 0.00021399; 0.2048; 1.54109375; false; false
scry_3D; 0.00014556; 0.000636; 0.2048; 5.56921875; false; false
rays2; 0.00014531; 0.000222; 0.2048; 12.96695312; false; false
pre_sinusoidal3d; 0.00014519; 0.000207; 0.2048; 5.56921875; false; false
blade; 0.00014517; 0.000207; 0.2048; 1.54109375; false; false
sechq; 0.00014423; 0.000309; 0.2048; 20.48; false; false
apollony; 0.00014351; 0.000316; 0.2048; 20.48; false; false
pre_disc; 0.00014267; 0.00021199; 0.2048; 20.48; false; false
spiral; 0.00014206; 0.00033801; 0.2048; 1.54109375; false; false
cosq; 0.00014172; 0.00023701; 0.2048; 20.48; false; false
heart; 0.00014152; 0.000807; 0.2048; 1.54109375; false; false
secq; 0.00014145; 0.000239; 0.2048; 20.48; false; false
pre_blur; 0.00014093; 0.00107099; 0.2048; 3.1796875; false; false
holesq; 0.00014; 0.00026699; 0.2048; 20.48; false; false
invsquircular; 0.0001399; 0.000264; 0.2048; 20.48; false; false
csch; 0.00013925; 0.000184; 0.2048; 1.54109375; false; false
disc; 0.00013924; 0.000525; 0.2048; 1.54109375; false; false
pre_zscale; 0.00013895; 0.000377; 0.2048; 1.54109375; false; false
squircular; 0.00013876; 0.000244; 0.2048; 20.48; false; false
sec; 0.00013836; 0.000243; 0.2048; 1.54109375; false; false
panorama2; 0.00013827; 0.000251; 0.2048; 20.48; false; false
boarders; 0.00013751; 0.000229; 0.2048; 1.54109375; false; false
foci_3D; 0.00013699; 0.00025599; 0.2048; 5.56921875; false; false
apocarpet_js; 0.00013644; 0.000287; 0.2048; 20.48; false; false
roundspher3D; 0.00013618; 0.00034501; 0.2048; 5.56921875; false; false
sinusoidal3d; 0.00013614; 0.00050001; 0.2048; 5.56921875; false; false
blur_circle; 0.00013572; 0.00022299; 0.2048; 12.96695312; false; false
cscq; 0.00013511; 0.000297; 0.2048; 20.48; false; false
squarize; 0.00013475; 0.00020901; 0.2048; 12.96695312; false; false
inflateZ_3; 0.0001342; 0.000242; 0.2048; 5.56921875; false; false
noise; 0.00013359; 0.00023801; 0.2048; 3.18015625; false; false
tangent; 0.00013317; 0.000215; 0.2048; 1.54109375; false; false
blur; 0.00013252; 0.000339; 0.2048; 1.54109375; false; false
blade3D; 0.00013217; 0.000168; 0.2048; 1.54109375; false; false
estiq; 0.00013209; 0.00024299; 0.2048; 20.48; false; false
sinq; 0.00013188; 0.00025; 0.2048; 20.48; false; false
sinhq; 0.00013163; 0.00024701; 0.2048; 20.48; false; false
erf3D; 0.00013146; 0.00026899; 0.2048; 20.48; false; false
rays; 0.00013075; 0.000158; 0.2048; 1.54109375; false; false
circleblur; 0.00013031; 0.000258; 0.2048; 4.77367187; false; false
coth; 0.00012986; 0.000171; 0.2048; 1.54109375; false; false
twintrian; 0.00012981; 0.00018; 0.2048; 1.54109375; false; false
tanh; 0.00012974; 0.000199; 0.2048; 1.54109375; false; false
power; 0.00012954; 0.000586; 0.2048; 3.71234375; false; false
spherical; 0.00012936; 0.00101899; 0.4096; 4.14726563; false; false
cylinder_apo; 0.00012911; 0.000221; 0.2048; 5.56921875; false; false
tan; 0.0001288; 0.00020801; 0.2048; 1.54109375; false; false
custom_wf_full; 0.00012851; 0.04375499; 0.2048; 28.84359375; false; false
cot; 0.00012752; 0.000206; 0.2048; 1.54109375; false; false
diamond; 0.00012732; 0.000787; 0.2048; 1.54109375; false; false
cylinder2; 0.00012711; 0.000261; 0.2048; 20.48; false; false
rays1; 0.00012685; 0.000214; 0.2048; 12.96695312; false; false
inflateZ_1; 0.00012573; 0.000318; 0.2048; 5.56921875; false; false
tangent3D; 0.0001245; 0.00018199; 0.2048; 1.54109375; false; false
sinusoidal; 0.00012443; 0.000319; 0.2048; 1.54109375; false; false
post_rotate_x; 0.00012417; 0.000192; 0.2048; 3.1809375; false; false
inflateZ_5; 0.00012359; 0.00038601; 0.2048; 5.56921875; false; false
polar; 0.00012357; 0.00035099; 0.2048; 1.54109375; false; false
arch; 0.00012241; 0.000193; 0.2048; 1.54109375; false; false
eyefish; 0.0001224; 0.00023201; 0.2048; 3.1796875; false; false
foci; 0.00012235; 0.00019201; 0.2048; 1.54109375; false; false
cosh; 0.00012216; 0.00017501; 0.2048; 1.54109375; false; false
rings; 0.00012093; 0.000275; 0.2048; 1.54109375; false; false
pre_rotate_y; 0.00012078; 0.00017; 0.2048; 1.54109375; false; false
