#variation; average eval-cost in ms; average init-cost in ms; average eval-memory in KB; average init-memory in KB; had eval-error; had init-error
poincare3D; 0.00073092; 0.00165607; 0.70656; 0.02370573; false; false
trade; 0.00073084; 0.00065654; 0.6144; 0.6144; false; false
cos2_bs; 0.00073042; 0.00059084; 0.6144; 0.6144; false; false
mandala2; 0.00072996; 0.00114199; 0.42497; 0.4438; false; false
hole2; 0.00072931; 0.00074408; 0.63488; 0.6486; false; false
jac_sn; 0.00072906; 0.00049524; 0.92673; 0.399825; false; false
eclipse; 0.00072905; 0.00067612; 0.37888; 0.38764531; false; false
glynnia3; 0.00072868; 0.00067724; 0.6144; 0.6144; false; false
lazysensen; 0.00072833; 0.00102477; 0.54272; 0.54613333; false; false
prepost_mobius; 0.00072798; 0.00099002; 0.94208; 0.95573333; false; false
whorl; 0.00072561; 0.00051281; 0.45056; 0.45718021; false; false
pulse; 0.00072518; 0.00098497; 0.6144; 0.6144; false; false
crop; 0.00072489; 0.00073066; 0.70656; 0.02427292; false; false
glynnSim3; 0.00072457; 0.00067586; 0.77824; 0.09291563; false; false
circlecrop; 0.00072207; 0.0006394; 0.68097; 0.68266667; false; false
seashell3D; 0.00072168; 0.001654; 0.75265; 0.75093333; false; false
dc_kaleidotile; 0.00072124; 0.00118006; 1.03424; 1.0582; false; false
yin_yang; 0.00071802; 0.00149711; 0.5632; 0.57457057; false; false
farblur; 0.00071588; 0.00103185; 0.77824; 0.78261875; false; false
barycentroid; 0.00071503; 0.00061492; 0.6144; 0.6144; false; false
clifford_js; 0.00071459; 0.00078032; 0.6144; 0.6144; false; false
pTransform; 0.00071255; 0.00077518; 0.77824; 0.78513333; false; false
sph3D; 0.00071179; 0.00061824; 0.68097; 0.68266667; false; false
tile_hlp; 0.00071173; 0.00050615; 0.37888; 0.37553333; false; false
splitbrdr; 0.00071096; 0.00063225; 0.6144; 0.61235469; false; false
dla_wf; 0.00071024; 0.67824349; 0.63488; 1.38676667; false; false
hypercrop; 0.00071019; 0.00084928; 0.51713; 0.54613333; false; false
starfractal; 0.00070875; 0.00267648; 0.3072; 0.75093333; false; false
checks; 0.00070847; 0.0005556; 0.6144; 0.6144; false; false
pointgrid_wf; 0.00070835; 0.00138951; 0.8704; 0.92166667; false; false
recurrenceplot; 0.00070573; 0.00147151; 0.98817; 0.98993333; false; false
post_crop; 0.00070557; 0.00092743; 0.70656; 0.0342; false; false
flux; 0.00070393; 0.00056274; 0.37888; 0.38104427; false; false
sech2_bs; 0.00070307; 0.00063861; 0.6144; 0.6144; false; false
dc_ztransl; 0.00070255; 0.00062867; 0.5632; 0.57225781; false; false
pow_block; 0.00070194; 0.00087121; 0.70656; 0.71110443; false; false
squish; 0.00070128; 0.00046727; 0.35329; 0.37194141; false; false
coth2_bs; 0.00069967; 0.0007473; 0.6144; 0.6144; false; false
gridout2; 0.00069857; 0.00071628; 0.6144; 0.6144; false; false
intersection; 0.00069555; 0.00202921; 1.10592; 1.12646667; false; false
stripes; 0.00069333; 0.00057345; 0.45056; 0.45325521; false; false
wedge_sph; 0.00069293; 0.00061398; 0.6144; 0.61178333; false; false
bwraps7; 0.00069288; 0.00094628; 0.70656; 0.71704687; false; false
hyperbolicellipse; 0.00069281; 0.00081163; 0.37888; 0.37553333; false; false
helicoid; 0.00068876; 0.0005803; 0.37888; 0.37553333; false; false
curve; 0.00068602; 0.00082684; 0.6144; 0.6144; false; false
flower; 0.00068509; 0.00074696; 0.45056; 0.4582401; false; false
xtrb; 0.00068073; 0.00217827; 0.84481; 0.76733411; false; false
fourth; 0.00067945; 0.00063204; 0.70656; 0.02457552; false; false
vogel; 0.00067711; 0.00050369; 0.42497; 0.43803776; false; false
taurus; 0.0006753; 0.00057073; 0.6144; 0.6144; false; false
tile_reverse; 0.00067516; 0.00093761; 0.51713; 0.54613333; false; false
circlize; 0.0006721; 0.00066123; 0.37888; 0.37944167; false; false
sintrange; 0.00067167; 0.00051566; 0.37888; 0.3760401; false; false
curliecue2; 0.00066836; 0.0009108; 0.35329; 0.4096; false; false
bubble2; 0.00066801; 0.0006597; 0.54272; 0.54613333; false; false
murl2; 0.00066764; 0.00057165; 0.42497; 0.42871979; false; false
circlize2; 0.00066647; 0.00050034; 0.37888; 0.399825; false; false
glsl_code; 0.00066582; 0.66668088; 0.64512; 16.33835755; false; false
sphere_nja; 0.0006643; 0.00077053; 0.79361; 0.7802125; false; false
displacemap_wf; 0.00066418; 0.00547226; 0.94208; 5.09557604; false; false
colorscale_wf; 0.00066297; 0.00070865; 0.70656; 0.71407031; false; false
blur_linear; 0.00066125; 0.0005522; 0.45056; 0.47786667; false; false
pre_crop; 0.00065933; 0.00087264; 0.70656; 0.71226354; false; false
hex_modulus; 0.00065817; 0.00078; 0.37888; 0.37553333; false; false
polylogarithm; 0.0006572; 0.14397388; 0.43521; 1.53202891; false; false
cell; 0.00065482; 0.00050142; 0.37888; 0.39161016; false; false
sinh2_bs; 0.00065325; 0.00061744; 0.6144; 0.6144; false; false
log_apo; 0.00065186; 0.00052417; 0.37888; 0.38692708; false; false
hypertile3D; 0.0006507; 0.00083521; 0.63488; 0.64612161; false; false
loq; 0.00065041; 0.00061492; 0.37888; 0.37553333; false; false
extrude; 0.0006461; 0.00050381; 0.37888; 0.38095573; false; false
macmillan; 0.00064564; 0.00097835; 0.6144; 0.6144; false; false
prepost_circlize; 0.00064178; 0.0006205; 0.39936; 0.4096; false; false
ovoid3d; 0.00064151; 0.000581; 0.54272; 0.54613333; false; false
hypertile3D2; 0.00063871; 0.00063627; 0.5632; 0.57443542; false; false
post_curl; 0.00063812; 0.0006628; 0.45056; 0.45969167; false; false
bsplit; 0.0006379; 0.00065233; 0.45056; 0.46724219; false; false
projective; 0.00063737; 0.00162197; 1.03424; 1.0582; false; false
juliac; 0.00063573; 0.00057777; 0.54272; 0.54613333; false; false
murl; 0.00062987; 0.0004846; 0.42497; 0.43007943; false; false
prepost_affine; 0.00062973; 0.00206748; 1.03424; 1.0582; false; false
bent2; 0.00062961; 0.00063797; 0.45056; 0.46014193; false; false
svf; 0.00062628; 0.00055923; 0.37888; 0.38120104; false; false
plane_wf; 0.00062495; 0.00420677; 0.6144; 3.02884948; false; false
hypertile3D1; 0.00062476; 0.00062764; 0.5632; 0.57740052; false; false
npolar; 0.0006201; 0.00050885; 0.39936; 0.40312578; false; false
pre_dcztransl; 0.00061924; 0.00065296; 0.5632; 0.57446458; false; false
hypershift2; 0.00061805; 0.00065556; 0.39936; 0.4096; false; false
stwin; 0.00061044; 0.0005831; 0.6144; 0.6144; false; false
octagon; 0.00060645; 0.00065003; 0.54272; 0.54613333; false; false
ortho; 0.00060163; 0.0005899; 0.45056; 0.44886875; false; false
circus; 0.00060012; 0.00049846; 0.37888; 0.37625885; false; false
ennepers2; 0.00060009; 0.00056756; 0.54272; 0.54613333; false; false
fibonacci2; 0.00059892; 0.00062483; 0.45056; 0.46222005; false; false
xheart; 0.00059813; 0.00109066; 0.45056; 0.4560849; false; false
pressure_wave; 0.00059288; 0.0005372; 0.45056; 0.47786667; false; false
post_rblur; 0.00059281; 0.00071657; 0.6144; 0.6144; false; false
funnel; 0.00058909; 0.00043969; 0.35329; 0.37061354; false; false
waves23; 0.00058639; 0.00106755; 0.6144; 0.6144; false; false
shift; 0.0005854; 0.00063203; 0.54272; 0.54613333; false; false
helix; 0.00058433; 0.00052089; 0.45056; 0.47786667; false; false
lozi; 0.00058427; 0.0009801; 0.54272; 0.54613333; false; false
juliaq; 0.00058119; 0.0004799; 0.39936; 0.4096; false; false
post_dcztransl; 0.00057648; 0.00074823; 0.5632; 0.57167344; false; false
line; 0.00057467; 0.00066628; 0.45056; 0.4492224; false; false
stripfit; 0.00057429; 0.00077916; 0.37888; 0.37553333; false; false
blur_pixelize; 0.00056875; 0.0005251; 0.45056; 0.47786667; false; false
wallpaper_js; 0.00056861; 0.00072571; 0.54272; 0.54613333; false; false
anamorphcyl; 0.0005685; 0.00089796; 0.54272; 0.54613333; false; false
cannabiscurve_wf; 0.00055788; 0.00045126; 0.35329; 0.35883542; false; false
atan; 0.00055322; 0.00058583; 0.37888; 0.37553333; false; false
cloverleaf_wf; 0.00053908; 0.0004414; 0.35329; 0.35749427; false; false
onion; 0.00053642; 0.0006195; 0.45056; 0.44908958; false; false
d_spherical; 0.00053149; 0.00050636; 0.37888; 0.37553333; false; false
pre_curl; 0.00053028; 0.00052515; 0.45056; 0.46274115; false; false
cosh; 0.00048197; 0.00013421; 0.16897; 0.17611953; false; false
sqrt_asinh; 0.00047883; 0.00020637; 0.23552; 0.17073333; false; false
sqrt_asech; 0.00047329; 0.00024228; 0.23041; 0.17073333; false; false
blur3D; 0.00047256; 0.00020109; 0.16897; 0.16449297; false; false
crob; 0.00046493; 0.00039028; 0.23552; 0.239; false; false
foci_3D; 0.00045926; 0.00013025; 0.16897; 0.17727578; false; false
sqrt_acosech; 0.00045859; 0.00020584; 0.22528; 0.17073333; false; false
csch; 0.00045798; 0.00013964; 0.16897; 0.16558099; false; false
loonie_3D; 0.00045425; 0.00013759; 0.16897; 0.17185208; false; false
gaussian_blur; 0.00044816; 0.00012794; 0.16897; 0.16449297; false; false
scry_3D; 0.00044596; 0.00012605; 0.16897; 0.17727578; false; false
zblur; 0.00044053; 0.00017103; 0.16897; 0.16847734; false; false
sqrt_acoth; 0.00043959; 0.00020649; 0.17408; 0.17073333; false; false
edisc; 0.00043917; 0.0001353; 0.16897; 0.17636562; false; false
blade; 0.00043474; 0.00013293; 0.16897; 0.17622448; false; false
sqrt_acosh; 0.00042828; 0.00019979; 0.23041; 0.17073333; false; false
sech; 0.00042745; 0.00014113; 0.16897; 0.16558099; false; false
secant2; 0.00042658; 0.000159; 0.16897; 0.16816589; false; false
roundspher3D; 0.00042494; 0.00013218; 0.16897; 0.17185208; false; false
noise; 0.00041539; 0.00012985; 0.16897; 0.16449297; false; false
coth; 0.00041533; 0.00013266; 0.16897; 0.17611953; false; false
cylinder; 0.0004142; 0.00013083; 0.16897; 0.16449297; false; false
inflateZ_4; 0.0004126; 0.00013638; 0.16897; 0.17185208; false; false
deltaA; 0.00041241; 0.00013369; 0.16897; 0.17073333; false; false
fisheye; 0.00041226; 0.00013534; 0.16897; 0.16449297; false; false
inflateZ_2; 0.00041197; 0.00012692; 0.16897; 0.16914115; false; false
pre_blur; 0.00040866; 0.00021143; 0.16897; 0.16847734; false; false
pre_spin_z; 0.00040801; 0.00015987; 0.16897; 0.16914115; false; false
cross; 0.00040473; 0.00012936; 0.16897; 0.17622448; false; false
elliptic; 0.00040405; 0.00013758; 0.16897; 0.16478516; false; false
inflateZ_5; 0.00039952; 0.00012867; 0.16897; 0.17185208; false; false
post_rotate_y; 0.00039267; 0.00016941; 0.16897; 0.16449297; false; false
sec; 0.00039187; 0.00017701; 0.16897; 0.17611953; false; false
panorama1; 0.00038871; 0.00014889; 0.16897; 0.17073333; false; false
panorama2; 0.00038618; 0.00016572; 0.16897; 0.17073333; false; false
twintrian; 0.00038423; 0.00013252; 0.16897; 0.16845417; false; false
waves; 0.00038362; 0.00046229; 0.16897; 0.25147865; false; false
csc; 0.00038199; 0.00013173; 0.16897; 0.17611953; false; false
tangent; 0.0003811; 0.00016163; 0.16897; 0.17622448; false; false
tan; 0.00038041; 0.00013265; 0.16897; 0.17611953; false; false
acoth; 0.00037888; 0.00019178; 0.17408; 0.17073333; false; false
sinhq; 0.00037564; 0.00018976; 0.16897; 0.17073333; false; false
foci; 0.00037455; 0.00013238; 0.16897; 0.16845417; false; false
gamma; 0.00037401; 0.00013336; 0.16897; 0.17073333; false; false
post_rotate_x; 0.00037371; 0.00012706; 0.16897; 0.16847734; false; false
sqrt_atanh; 0.00037346; 0.00019787; 0.17408; 0.17073333; false; false
inflateZ_3; 0.00037164; 0.00013021; 0.16897; 0.16914115; false; false
acosech; 0.00037111; 0.00020369; 0.22528; 0.17073333; false; false
post_spin_z; 0.00036999; 0.00020355; 0.16897; 0.16914115; false; false
julia; 0.00036667; 0.00014194; 0.16897; 0.16847734; false; false
glynnia; 0.00036438; 0.00014984; 0.16897; 0.16732682; false; false
cosine; 0.0003607; 0.00016052; 0.16897; 0.16449297; false; false
heart; 0.00035843; 0.00042478; 0.16897; 0.3600487; false; false
sin; 0.0003574; 0.00015922; 0.16897; 0.17611953; false; false
acosh; 0.00035684; 0.00018846; 0.23041; 0.17073333; false; false
popcorn; 0.00035276; 0.00013214; 0.16897; 0.16449297; false; false
sechq; 0.00035218; 0.00012965; 0.16897; 0.17073333; false; false
cschq; 0.00035008; 0.00013279; 0.16897; 0.17073333; false; false
rays; 0.00034947; 0.00012842; 0.16897; 0.16447187; false; false
inflateZ_6; 0.00034489; 0.00012868; 0.16897; 0.16914115; false; false
cot; 0.00034486; 0.00013073; 0.16897; 0.17611953; false; false
chrysanthemum; 0.0003441; 0.00016894; 0.16897; 0.17073333; false; false
secq; 0.00034392; 0.00015331; 0.16897; 0.17073333; false; false
gridout; 0.00034388; 0.00013294; 0.16897; 0.17073333; false; false
lace_js; 0.00034321; 0.00013913; 0.16897; 0.17073333; false; false
arcsinh; 0.00033925; 0.00019294; 0.18432; 0.17073333; false; false
sinh; 0.0003371; 0.00017063; 0.16897; 0.17611953; false; false
xerf; 0.00033564; 0.00012894; 0.16897; 0.17073333; false; false
cos; 0.00033543; 0.00013259; 0.16897; 0.17611953; false; false
cylinder_apo; 0.00033405; 0.000131; 0.16897; 0.16732682; false; false
pre_rotate_y; 0.00033271; 0.00012845; 0.16897; 0.16847734; false; false
exp; 0.0003326; 0.00012985; 0.16897; 0.17611953; false; false
holesq; 0.00033091; 0.00021381; 0.16897; 0.17073333; false; false
tanh; 0.00033037; 0.00013159; 0.16897; 0.17611953; false; false
arcsech2; 0.00032928; 0.00021891; 0.19456; 0.17073333; false; false
fan; 0.00032854; 0.00012869; 0.16897; 0.16847734; false; false
spherical3D; 0.00032757; 0.00013276; 0.16897; 0.16755156; false; false
cotq; 0.00032615; 0.00017551; 0.16897; 0.17073333; false; false
zcone; 0.00032612; 0.00013903; 0.16897; 0.16847734; false; false
tanhq; 0.0003229; 0.00012788; 0.16897; 0.17073333; false; false
inflateZ_1; 0.00032236; 0.00013016; 0.16897; 0.16914115; false; false
blade3D; 0.00032154; 0.00013024; 0.16897; 0.17622448; false; false
loonie; 0.00032116; 0.00013921; 0.16897; 0.17548255; false; false
log; 0.00032041; 0.00012996; 0.16897; 0.17611953; false; false
swirl; 0.0003204; 0.00013934; 0.16897; 0.09929792; false; false
arch; 0.00031714; 0.00014722; 0.16897; 0.16829922; false; false
erf3D; 0.00031673; 0.00012914; 0.16897; 0.17073333; false; false
rays2; 0.00031473; 0.00013085; 0.16897; 0.16714036; false; false
rays3; 0.00031365; 0.00012944; 0.16897; 0.16581224; false; false
petal; 0.00031251; 0.00014017; 0.16897; 0.16714036; false; false
blur_circle; 0.00031195; 0.00012935; 0.16897; 0.17073333; false; false
diamond; 0.00030964; 0.00013416; 0.16897; 0.16449297; false; false
pre_sinusoidal3d; 0.00030742; 0.00013227; 0.16897; 0.17604401; false; false
blur; 0.0003059; 0.00016135; 0.16897; 0.16847708; false; false
scry; 0.00030374; 0.00013881; 0.16897; 0.1650013; false; false
circleblur; 0.00030317; 0.00013635; 0.16897; 0.16851068; false; false
exponential; 0.000302; 0.00017367; 0.16897; 0.16449297; false; false
polar; 0.00030144; 0.00022382; 0.16897; 0.16449297; false; false
spiral; 0.00029725; 0.00017951; 0.16897; 0.09929792; false; false
hemisphere; 0.00029705; 0.0001511; 0.16897; 0.16847734; false; false
power; 0.00029554; 0.00012646; 0.16897; 0.16449297; false; false
hyperbolic; 0.00029459; 0.00015957; 0.16897; 0.16847708; false; false
pre_zscale; 0.0002922; 0.0001261; 0.16897; 0.16449297; false; false
bubble; 0.00029206; 0.0001351; 0.16897; 0.16847734; false; false
cothq; 0.00028838; 0.0001818; 0.16897; 0.17073333; false; false
eyefish; 0.00028746; 0.00013945; 0.16897; 0.16847734; false; false
tanq; 0.0002874; 0.00012703; 0.16897; 0.17073333; false; false
cscq; 0.00028582; 0.00026703; 0.16897; 0.17073333; false; false
butterfly; 0.00028553; 0.00013736; 0.16897; 0.17094063; false; false
square3D; 0.00028438; 0.0001557; 0.16897; 0.17622448; false; false
coshq; 0.00028408; 0.00012756; 0.16897; 0.17073333; false; false
rays1; 0.00028174; 0.00012631; 0.16897; 0.16581224; false; false
tangent3D; 0.00028009; 0.00013795; 0.16897; 0.17622448; false; false
linear3D; 0.00027921; 0.00039523; 0.16897; 0.35673359; false; false
ztranslate; 0.0002791; 0.00019899; 0.16897; 0.17322917; false; false
linear; 0.00027383; 0.00073541; 0.16897; 0.16856302; false; false
pre_ztranslate; 0.00027211; 0.00013169; 0.16897; 0.16847734; false; false
spherical; 0.00027157; 0.00060691; 0.16897; 0.05327109; false; false
bubble_wf; 0.00027148; 0.00019525; 0.16897; 0.18458307; false; false
twoface; 0.00027112; 0.00013462; 0.16897; 0.17305885; false; false
invpolar; 0.00026738; 0.00026648; 0.16897; 0.17073333; false; false
squarize; 0.00026711; 0.0001464; 0.16897; 0.16581224; false; false
bi_linear; 0.00026337; 0.00013091; 0.16897; 0.16821771; false; false
erf; 0.00026275; 0.00019131; 0.16897; 0.17073333; false; false
pre_rotate_x; 0.00026264; 0.00013378; 0.16897; 0.16449297; false; false
post_ztranslate_wf; 0.00026171; 0.00012925; 0.16897; 0.17004896; false; false
pre_blur3D; 0.00026168; 0.00019177; 0.16897; 0.16625937; false; false
invtree_js; 0.00025992; 0.00015817; 0.16897; 0.17073333; false; false
zscale; 0.00025835; 0.00019738; 0.16897; 0.17322917; false; false
arctanh; 0.00025803; 0.00020925; 0.17921; 0.17073333; false; false
flipy; 0.00025537; 0.00012812; 0.16897; 0.17144479; false; false
tancos; 0.00025491; 0.00013626; 0.16897; 0.16581224; false; false
butterfly3D; 0.00025416; 0.0001614; 0.16897; 0.17094063; false; false
invsquircular; 0.00025344; 0.00039226; 0.16897; 0.37553333; false; false
horseshoe; 0.00025343; 0.0001641; 0.16897; 0.16449297; false; false
unpolar; 0.0002519; 0.00013678; 0.16897; 0.16769505; false; false
rings; 0.00025094; 0.00013896; 0.16897; 0.16449297; false; false
rippled; 0.00025063; 0.00013869; 0.16897; 0.16581224; false; false
estiq; 0.00024979; 0.00013046; 0.16897; 0.17073333; false; false
pyramid; 0.00024804; 0.00020416; 0.16897; 0.17073333; false; false
spiralwing; 0.00024791; 0.00014897; 0.16897; 0.16581224; false; false
cylinder2; 0.00024781; 0.00024152; 0.16897; 0.17073333; false; false
square; 0.00024741; 0.00013718; 0.16897; 0.17622448; false; false
flipcircle; 0.00024623; 0.00013129; 0.16897; 0.16876458; false; false
sinq; 0.00024549; 0.00013073; 0.16897; 0.17073333; false; false
squircular; 0.00024546; 0.00030471; 0.16897; 0.2048; false; false
cosq; 0.00024191; 0.00012742; 0.16897; 0.17073333; false; false
boarders; 0.00023865; 0.00017358; 0.16897; 0.16749818; false; false
whitney_umbrella; 0.00023731; 0.00013217; 0.16897; 0.16538698; false; false
wdisc; 0.00023063; 0.00013111; 0.16897; 0.17073333; false; false
bent; 0.00022807; 0.00013077; 0.16897; 0.16449297; false; false
custom_wf_full; 0.00022555; 0.00032166; 0.16897; 0.2048; false; false
sinusoidal3d; 0.00022541; 0.00013436; 0.16897; 0.17242005; false; false
idisc; 0.00022296; 0.00013847; 0.16897; 0.17073333; false; false
loonie3; 0.00022287; 0.00014138; 0.16897; 0.16714036; false; false
threepoint_js; 0.00021134; 0.00018928; 0.16897; 0.17073333; false; false
apollony; 0.00021067; 0.00014301; 0.16897; 0.17073333; false; false
polar2; 0.00020654; 0.00013059; 0.16897; 0.16794557; false; false
dustpoint; 0.00020166; 0.00019306; 0.16897; 0.17073333; false; false
flatten; 0.0002015; 0.00013158; 0.16897; 0.17465547; false; false
apocarpet_js; 0.00019988; 0.00013286; 0.16897; 0.17073333; false; false
hadamard_js; 0.00019759; 0.000142; 0.16897; 0.17073333; false; false
ennepers; 0.00019056; 0.00013059; 0.16897; 0.16581224; false; false
post_spherical; 0.00018432; 0.00013306; 0.16897; 0.17073333; false; false
roundspher; 0.00018061; 0.00013724; 0.16897; 0.16581224; false; false
pre_spherical; 0.0001775; 0.00016329; 0.16897; 0.17073333; false; false
nBlur; -1; -1; -1; -1; true; true
sattractor_js; -1; -1; -1; -1; true; true
knots3D; -1; 0.66670884; -1; -1; true; true
wangtiles; -1; 0.00313766; -1; -1; true; true
taprats; -1; -1; -1; -1; true; true
gpattern; -1; -1; -1; -1; true; true
nsudoku; -1; -1; -1; -1; true; true
sunflower; -1; -1; -1; -1; true; true
sunvoroni; -1; -1; -1; -1; true; true
curliecue; -1; -1; -1; -1; true; true
szubieta; -1; -1; -1; -1; true; true
triantruchet; -1; -1; -1; -1; true; true
mandala; -1; -1; -1; -1; true; true
iflames_wf; -1; -1; -1; -1; true; true
mandelbrot; -1; -1; -1; -1; true; true
